"","x"
"188",10.0287383220879
"189",18.5983074212983
"190",14.4791889030251
"191",15.234381120893
"192",13.3002208755126
"193",16.4420745676701
"194",10.2324019575765
"195",16.9302138392133
"196",13.7535389272232
"197",12.280266638327
"198",13.6469289549387
"199",16.5511678673353
"200",12.6556104107513
"201",12.5091919019363
"202",16.4471671666679
"203",11.3356965122571
"204",13.7601056796931
"205",12.1199660501975
"206",14.677284352189
"207",10.7909513198397
"208",16.5579733299178
"209",11.2134816539089
"210",13.6000243358581
"211",15.11014221669
"212",16.8562463644906
"213",11.5806934239801
"214",19.1090259689507
"215",14.5120760764273
"216",13.4327198146473
"217",13.4843776609052
"218",14.7186050564251
"219",12.5248744545248
"220",15.9169534335533
"221",16.20723264559
"222",12.0109835807135
"223",15.4995513831925
"224",14.6010317765542
"225",12.6527171172961
"226",13.3508972577186
"227",18.2328162030936
"228",11.6231781387865
"229",13.9843682245529
"230",16.5083983828
"231",16.9179894722429
"232",9.39147218378476
"233",17.2237678057266
"234",11.325442974676
"235",15.2568278597058
"236",14.4980985030384
"237",16.5258184336088
"238",12.1604974564178
"239",16.973191587199
"240",14.4878616439914
"241",12.8429979016933
"242",14.1805573165807
"243",16.8616047137453
"244",13.020442163221
"245",14.3147178928262
"246",16.5128414373033
"247",11.3726812777576
"248",14.3816167199893
"249",14.976551102476
"250",16.0784931667958
"251",10.3791482746186
"252",18.7189795713076
"253",12.2532228695939
"254",15.7715488109061
"255",13.883696977394
"256",17.917298307623
"257",12.552754747143
"258",18.3812542136959
"259",13.668015937722
"260",13.60771470365
"261",15.7896021367122
"262",15.8079920586162
"263",11.4990709102249
"264",17.7848664551437
"265",16.5617755776285
"266",14.7906047202361
"267",16.2143831558311
"268",15.5691344725229
"269",13.8404395596688
"270",12.5880518095308
"271",17.9360414406384
"272",12.6139463292939
"273",15.786112432683
"274",16.5495506981648
"275",15.5992207569803
"276",12.4313711630227
"277",20.1972202927791
"278",11.6844413400745
"279",15.3835097283982
"280",16.0622089443061
"281",17.9997276946345
"282",10.5093900022393
"283",15.0123650579704
"284",15.6146771548491
"285",13.7028212575987
"286",14.0474730292699
"287",15.1788216628451
"288",12.1498590602075
"289",15.1922187318403
"290",18.5836501630627
"291",13.4334762383633
"292",13.8779976988039
"293",16.9210447567877
"294",12.7840994299843
"295",11.4901689018212
"296",18.3139779350317
"297",11.7611171347053
"298",14.4463531353761
"299",13.3408464459194
"300",16.738292965174
"301",11.3705744333733
"302",17.4694795363327
"303",14.9874242953291
"304",14.3017729224107
"305",13.7478011357058
"306",17.5346783871716
"307",10.5998108770482
"308",15.2312200745781
"309",17.7938471219473
"310",13.6018605248886
"311",16.3006955252044
"312",17.7997384174729
"313",14.5297682657743
"314",13.6186623856324
"315",17.6388243530408
"316",12.8535132084385
"317",16.5876717661169
"318",15.3493739312343
"319",17.0909647776458
"320",11.490543120485
"321",17.8623634443178
"322",13.6151097097908
"323",13.9141930688813
"324",14.7398814232629
"325",19.9638973788145
"326",10.5254486341936
"327",17.1977971147812
"328",14.1066631224687
"329",14.5526797452302
"330",16.5259241052196
"331",17.2737638574839
"332",12.1141859477479
"333",15.2732849057048
"334",17.7283283196709
"335",13.2137357581558
"336",15.408054438285
"337",15.1485953673556
"338",16.0745731198252
"339",12.4518007993561
"340",17.0830550857897
"341",12.1159126721887
"342",14.62667726197
"343",15.5257436527515
"344",18.0306646247272
"345",11.3960405748388
"346",18.0169363435316
"347",12.8258413285006
"348",16.9761952070544
"349",15.4988829196293
"350",17.193459271058
"351",12.8327238185202
"352",15.6741508561306
"353",16.8993294510336
"354",15.1915541630213
"355",16.4488827098772
"356",16.3295040028707
"357",13.1632541321627
"358",13.087252718542
"359",18.7772611060194
"360",15.5202737129629
"361",17.4038073186628
"362",16.8662585368002
"363",17.3866166807067
"364",11.3890283496281
"365",18.1159656259932
"366",12.2179263774195
"367",17.5937119386437
"368",15.7152632269194
"369",18.2508165817882
"370",12.5060591190162
"371",18.1967461833114
"372",14.3988828971841
"373",14.280115006637
"374",16.5942821397223
"375",17.8017043042869
"376",14.6130296463749
"377",17.4666691986757
"378",17.4932791624941
"379",13.447422294419
"380",17.9100622013508
"381",16.9914199814914
"382",14.7046765739113
"383",15.0648668562058
"384",20.276545298081
"385",12.6277864239927
"386",16.2656226178288
"387",16.2734069204174
"388",18.7396603599364
"389",11.7966986959884
"390",18.5351955278257
"391",14.5827902191784
"392",16.7591978776781
"393",17.2217647568461
"394",17.7853572116739
"395",12.5966176481836
"396",16.0858708373916
"397",14.6647824970065
"398",13.0078551122384
"399",15.5059185126174
"400",16.6871789843326
"401",14.7385644869845
"402",13.8054016191671
"403",18.7607095662435
"404",15.1114793436484
"405",16.3120964507984
"406",17.356069473594
"407",17.6451673290962
"408",13.7730593685021
"409",20.4996305051335
"410",13.1270923421327
"411",15.1058805686655
"412",14.8761654253745
"413",16.1726662028904
"414",13.1545574988787
"415",21.097547539575
"416",16.8001470078798
"417",15.7930479349757
"418",16.411082601826
"419",19.1601212143049
"420",13.702230514024
"421",16.3048476715174
"422",18.5404350090394
"423",14.0508768146788
"424",18.2836155473208
"425",17.649563473953
"426",16.4920576621487
"427",13.1106592123889
"428",20.8600692359629
"429",13.7384999672922
"430",16.4317711451
"431",17.603271839113
"432",19.1060609423971
"433",12.0177356476108
"434",20.1820613217417
"435",16.7019785359533
"436",17.6053479052727
"437",17.0316787065508
"438",18.3948353822143
"439",14.5118173710014
"440",17.2669972366515
"441",16.8414277623287
"442",13.4911300012026
"443",16.6749006738597
"444",19.4026026033829
"445",15.1708991534879
"446",15.2101162909454
"447",19.2071662008058
"448",14.0190128386987
"449",17.0214817501856
"450",16.3978477808722
"451",16.4903268632355
"452",13.296038468135
"453",20.0381861866832
"454",15.1811928860292
"455",14.5106275537176
"456",17.7059223635822
"457",20.0412469461174
"458",12.6090750209565
"459",19.6820462172939
"460",17.1995549050271
"461",15.5765376172614
"462",15.4087272362672
"463",19.8621468012365
"464",14.6494034551118
"465",17.0407248121842
"466",17.7211234402059
"467",12.7597315416879
"468",18.0431004473608
"469",17.888415594577
"470",19.0736395193786
"471",15.1064085424643
"472",19.6405234150946
"473",14.9790186177076
"474",15.7583084561619
"475",16.5871644746855
"476",16.5249541413651
"477",13.5901517830038
"478",19.7406464763571
"479",13.9369494776173
"480",15.3223895019827
"481",16.6520030119102
"482",20.6217047497512
"483",13.9358720528324
"484",21.4398639599666
"485",16.5547706484874
"486",16.8836230064511
"487",17.2384620379455
"488",18.3234015188057
"489",15.6095815811141
"490",15.1404710877711
"491",20.6912636961487
"492",14.3318125345768
"493",17.3171463590703
"494",16.2530016435733
"495",20.4546307931237
"496",14.7869986177887
"497",20.8475647143211
"498",16.1811626824139
"499",18.7997302676613
"500",17.643534342023
"501",20.274263734757
"502",12.5879518136533
"503",20.1420428895923
"504",17.0657391650077
"505",15.3920016167798
"506",16.3908101342659
"507",19.6737976357148
"508",14.6534501234332
"509",17.7142180442162
"510",16.8734332923689
"511",15.1442588830546
"512",18.2127239140366
"513",18.1553699409012
"514",18.0126240103368
"515",16.1684954191612
"516",19.5097264988261
"517",13.5047227652131
"518",17.9140235029946
"519",16.2260000847537
"520",19.129128672467
"521",12.5992851074153
"522",18.3033833180246
"523",17.1903191566206
"524",17.7260662241769
"525",15.9944584603116
"526",20.8295835905764
"527",15.4384071482408
"528",19.3702861743405
"529",17.8530316077213
"530",16.8954994920921
"531",19.4486839192683
"532",17.5928374990168
"533",13.6070780953949
"534",15.0585252118918
"535",20.5307694428506
"536",15.8852275632917
"537",19.2715981925338
"538",19.9737278681791
"539",17.2412893850017
"540",13.2379798668157
"541",20.8490765949404
"542",15.8980726110424
"543",19.1824113494098
"544",16.4603135262418
"545",17.5644621770964
"546",13.081754137503
"547",20.5792901839918
"548",16.7012645928655
"549",18.7989226599128
"550",18.4029962546864
"551",20.764043847879
"552",14.6379881046401
"553",19.2592980039658
"554",19.5213185862546
"555",15.3692849375552
"556",17.8114427260913
"557",17.8371061019891
"558",18.1096563165814
"559",15.4268865675751
"560",21.207861453255
"561",14.0497943213066
"562",20.0853381093191
"563",17.7586654353235
"564",20.171732637562
"565",14.6029040085651
"566",21.1450546942043
"567",14.2857777672965
"568",18.8667609879991
"569",17.5076077074513
"570",20.6304352690544
"571",14.6606638616765
"572",20.9175545499497
"573",18.0989684986134
"574",17.3820896066218
"575",17.1861652958435
"576",18.6299860258969
"577",17.5531394391472
"578",17.6723572123193
"579",19.9301637150327
"580",14.5042340181205
"581",17.880561881716
"582",18.2805265663409
"583",18.4457514467794
"584",14.5755844454019
"585",22.5705994048964
"586",15.9460796657921
"587",20.3571484732872
"588",17.6340566259981
"589",20.2727296828645
"590",14.3883857092214
"591",18.8762984530807
"592",16.8123306506047
"593",18.1069531837955
"594",17.9991713599037
"595",20.5313992623965
"596",15.1982505959383
"597",18.4278733619052
"598",18.700356997424
"599",14.9871842267172
"600",17.0957007392697
"601",19.5168310546333
"602",16.5736289482514
"603",16.2070486667387
"604",21.6368420748964
"605",17.3257009511124
"606",19.2233435727834
"607",19.8731778769127
"608",18.1805647310882
"609",15.9293335112253
"610",21.7337711018805
"611",16.5928509696982
"612",17.9095973359033
"613",19.6937401507575
"614",19.7095042237991
"615",13.812590834046
"616",19.9674559514157
"617",17.6133492656413
"618",15.9527164036002
"619",19.7024750206266
"620",20.0679532900724
"621",16.5320916064998
"622",17.3024797077826
"623",22.3087290016476
"624",16.4383591807315
"625",19.0816797034953
"626",19.2666006623512
"627",19.3484201527998
"628",17.0049655754979
"629",21.916323820372
"630",16.3891737079345
"631",18.691043261643
"632",18.5710639864791
"633",22.1353400717627
"634",15.0997197967087
"635",20.2521274308392
"636",17.1297736644829
"637",17.3894659970796
"638",15.8086061196578
"639",20.0149462867489
"640",14.0031421347791
"641",18.918984224293
"642",20.0657227295788
"643",15.3478293823091
"644",17.4763070562083
"645",19.74177582551
"646",18.0915225519576
"647",16.0863707803106
"648",20.9996777124067
"649",18.0175406605106
"650",18.5320133588702
"651",18.5802161537219
"652",19.5261203015232
"653",14.8003775713085
"654",20.4141718104714
"655",15.9838517086299
"656",17.6776421056394
"657",19.8675400641716
"658",21.6537088195524
"659",16.1552759553264
"660",20.4585890101246
"661",17.5103553515011
"662",17.2733207664378
"663",19.0222796709962
"664",19.1048105480226
"665",15.3971621616794
"666",19.2184054402144
"667",23.0955584379006
"668",17.3793442298382
"669",17.3750551252005
"670",19.8620011776301
"671",15.9865726137008
"672",16.2868739392489
"673",20.8864828462828
"674",16.0307590107158
"675",18.8042755976387
"676",18.575389862924
"677",21.6274706694359
"678",14.0445847510575
"679",21.3085321801787
"680",18.1439192823145
"681",18.2032301994754
"682",19.3560616900464
"683",20.8248775370443
"684",16.8173381554919
"685",19.6625225267126
"686",21.7163776440176
"687",16.9250789346597
"688",20.9743792462077
"689",20.1857777586188
"690",17.2009222037957
"691",17.8837628319677
"692",23.1945635273923
"693",15.9138708256764
"694",19.606629391104
"695",20.8658853287958
"696",21.3405849892113
"697",15.8588228466396
"698",19.1409903781805
"699",17.8744142705627
"700",19.5895331201508
"701",18.4437808910807
"702",23.2198057291782
"703",15.0737669904452
"704",22.0082737796404
"705",20.0003805347428
"706",17.2944081532586
"707",16.610242401723
"708",20.8794258333574
"709",18.4244628364482
"710",19.3825927124652
"711",20.9101644296116
"712",17.8971749807181
"713",20.4066963448579
"714",18.5915794392547
"715",18.3482144778201
"716",18.4900887912145
"717",24.8477033113756
"718",15.6248486162432
"719",20.2563336968256
"720",20.362132080479
"721",21.2012148635206
"722",15.3300313975087
"723",22.7833884259924
"724",18.5700177985233
"725",20.9139718720966
"726",17.0495301121593
"727",22.3975531767224
"728",14.3253356002716
"729",19.3586737041204
"730",19.483106969139
