"","x"
"228",378.227651223558
"229",382.12851135929
"230",379.135666254884
"231",380.175040931851
"232",377.929008679244
"233",375.129165605863
"234",372.893035869991
"235",374.541533748625
"236",373.262796138574
"237",374.416873058143
"238",373.734201050848
"239",370.666258479694
"240",376.481717566959
"241",384.446077174093
"242",380.550084520906
"243",380.924585405941
"244",382.485533589931
"245",379.754496029279
"246",377.241009810277
"247",375.902490473695
"248",377.31430372745
"249",378.043642329288
"250",376.64325064962
"251",378.051898890758
"252",374.429181570073
"253",372.15432007326
"254",375.898268210118
"255",376.082899211412
"256",374.351424748751
"257",374.748494427046
"258",373.059363572913
"259",372.451423725976
"260",370.9894801031
"261",376.307413868094
"262",375.202099493354
"263",376.637879609164
"264",375.393581939394
"265",375.556190805259
"266",374.597656103218
"267",372.210336357983
"268",373.462685351684
"269",379.446471728561
"270",377.387368947197
"271",382.175151070474
"272",384.039031794778
"273",383.878488821475
"274",383.848182168373
"275",381.480110464179
"276",378.569700626544
"277",377.223314769759
"278",375.559684766639
"279",375.228293026576
"280",374.969057644765
"281",378.967247341295
"282",377.24564299002
"283",375.621188915122
"284",374.91493204003
"285",372.359569157921
"286",371.434214786846
"287",372.248205500219
"288",369.04754452488
"289",368.763409276266
"290",368.231586656759
"291",373.710571057878
"292",373.472314935912
"293",370.474339578237
"294",367.91384882703
"295",368.545676637568
"296",366.874747997363
"297",366.214062261782
"298",371.297713056496
"299",373.109884001571
"300",375.807734562297
"301",378.54677889117
"302",381.290762567548
"303",384.98374564841
"304",382.070094845681
"305",391.158393823789
"306",390.001577996547
"307",389.343350350293
"308",389.331057588953
"309",388.10499970179
"310",385.90326308789
"311",383.872468898552
"312",381.957643283625
"313",378.458108586611
"314",376.873883911125
"315",380.200270642633
"316",382.920225755037
"317",380.916634357405
"318",379.011102121531
"319",376.918853847284
"320",377.34932378997
"321",380.02987974814
"322",377.584953800338
"323",376.095882212743
"324",380.214747720949
"325",379.144844561403
"326",376.905696333875
"327",375.081722742973
"328",374.930113476586
"329",372.388547437278
"330",370.784997613921
"331",369.495133146025
"332",373.230145619566
"333",374.732159530431
"334",371.300373174386
"335",375.1835752529
"336",373.235059209614
"337",369.780149034595
"338",372.919896505316
"339",373.767735799795
"340",377.636736167089
"341",377.846897709414
"342",376.629369558353
"343",378.082947613536
"344",374.839631472463
"345",376.169701244125
"346",377.359747615649
"347",379.417933139117
"348",383.186533999269
"349",383.924259474265
"350",383.008335142989
"351",385.641639853883
"352",381.832256665057
"353",385.458646082423
"354",383.75449139529
"355",380.872895692698
"356",380.336028127858
"357",378.638383914257
"358",381.348660697944
"359",383.279395445354
"360",381.668401014274
"361",379.178846040846
"362",375.541127291124
"363",384.215980802592
"364",381.956783998313
"365",380.008467534259
"366",379.465126106902
"367",379.317902768872
"368",378.410794072444
"369",377.15652745191
"370",376.403273762295
"371",376.411250517801
"372",376.245543928625
"373",376.58612775544
"374",373.992652955473
"375",373.04197202664
"376",370.236121658605
"377",368.806127750594
"378",365.13912703992
"379",362.594060708091
"380",360.69409554544
"381",357.841392543488
"382",356.498888843661
"383",359.332972202224
"384",363.987848487119
"385",361.636945499632
"386",358.782198202993
"387",358.964534616243
"388",357.964130070649
"389",360.721268388648
"390",361.408088101327
"391",358.818846493122
"392",359.696158661611
"393",360.047890360551
"394",359.536663412539
"395",358.694401798866
"396",363.668445465592
"397",363.713952462296
"398",361.291387510176
"399",360.202719536773
"400",358.74003800973
"401",358.033460084691
"402",356.153029810258
"403",362.357045469219
"404",360.249173747879
"405",363.023203984645
"406",362.209457024708
"407",360.706616244717
"408",369.994691864601
"409",370.364918423151
"410",366.795101944367
"411",363.483426435606
"412",364.57402035384
"413",366.854071621386
"414",363.81459492791
"415",363.353570467624
"416",365.794713344575
"417",374.857154905716
"418",374.818230839615
"419",375.554467624234
"420",374.794003488971
"421",379.695057297406
"422",379.305609782404
"423",377.531471549749
"424",377.143856872206
"425",376.393311184632
"426",375.209080276319
"427",371.82966342084
"428",369.999037400615
"429",377.561391657562
"430",377.238783802546
"431",379.141464567213
"432",380.00294680676
"433",377.748840104083
"434",375.013786047215
"435",372.744867942996
"436",371.601350477692
"437",369.136363571715
"438",370.557521869531
"439",371.80100757943
"440",370.94619284221
"441",370.016702517554
"442",367.039495088294
"443",365.45632905007
"444",371.345326233422
"445",370.057887950724
"446",368.408136340102
"447",365.600254902134
"448",362.336437525177
"449",361.985728715477
"450",361.877905911305
"451",360.149662065424
"452",357.638635220458
"453",357.082221569342
"454",357.998710379358
"455",356.162156094233
"456",358.242241118648
"457",355.572898925428
"458",353.501243042534
"459",349.780594992631
"460",349.803675810026
"461",351.287206854891
"462",349.479726989659
"463",348.333285945249
"464",350.492748598042
"465",351.259249145578
"466",349.649123700202
"467",347.471843457219
"468",348.917335366927
"469",352.8752538145
"470",349.348131085886
"471",346.786711710904
"472",356.368017043566
"473",359.061745388457
"474",357.989454797581
"475",357.615298847514
"476",354.726768092184
"477",351.392592711605
"478",350.379770537162
"479",347.95257518316
"480",348.865918081542
"481",350.425872697828
"482",358.749713453983
"483",357.779621564745
"484",356.556352392764
"485",357.369907457841
"486",354.701145243304
"487",367.328717468988
"488",363.702766324338
"489",360.535376651452
"490",362.163269367679
"491",358.846284912223
"492",360.412751108797
"493",357.995060824818
"494",356.323137351327
"495",355.067875499444
"496",352.722577136332
"497",352.757986359722
"498",350.73068273379
"499",353.439406423169
"500",352.001755448123
